"","x"
"1828",0.866
"1829",0.845
"1830",0.866
"1831",0.866
"1832",0.852
"1833",0.849
"1834",0.863
"1835",0.851
"1836",0.866
"1837",0.881
"1838",0.859
"1839",0.879
"1840",0.86
"1841",0.866
"1842",0.872
"1843",0.8425785
"1844",0.853573
"1845",0.8685655
"1846",0.858
"1847",0.885
"1848",0.864
"1849",0.86
"1850",0.858
"1851",0.8785605
"1852",0.8385805
"1853",0.863
"1854",0.865
"1855",0.844
"1856",0.871
"1857",0.878
"1858",0.881
"1859",0.854
"1860",0.862
"1861",0.859
"1862",0.873
"1863",0.87
"1864",0.857
"1865",0.868
"1866",0.854
"1867",0.876
"1868",0.87
"1869",0.866
"1870",0.859
"1871",0.875
"1872",0.863
"1873",0.852
"1874",0.869
"1875",0.859
"1876",0.866
"1877",0.894
"1878",0.863
"1879",0.853
"1880",0.887
"1881",0.856
"1882",0.873
"1883",0.845
"1884",0.865
"1885",0.875
"1886",0.88
"1887",0.852
"1888",0.857
"1889",0.864
"1890",0.876
"1891",0.855
"1892",0.855
"1893",0.886
"1894",0.862
"1895",0.873
"1896",0.852
"1897",0.877
"1898",0.86
"1899",0.85
"1900",0.866
"1901",0.871
"1902",0.847
"1903",0.848
"1904",0.886
"1905",0.853
"1906",0.871
"1907",0.86
"1908",0.862
"1909",0.873
"1910",0.846
"1911",0.865
"1912",0.857
"1913",0.862
"1914",0.8705645
"1915",0.8585705
"1916",0.857571
"1917",0.8625685
"1918",0.85957
"1919",0.863568
"1920",0.862
"1921",0.876
"1922",0.866
"1923",0.853
"1924",0.867
"1925",0.873
"1926",0.878
"1927",0.863
"1928",0.871
"1929",0.856
"1930",0.862
"1931",0.877
"1932",0.869
"1933",0.856
"1934",0.855
"1935",0.864
"1936",0.862
"1937",0.862
"1938",0.841
"1939",0.868
"1940",0.86
"1941",0.878
"1942",0.874
"1943",0.873
"1944",0.858
"1945",0.859
"1946",0.871
"1947",0.852
"1948",0.855
"1949",0.845
"1950",0.861
"1951",0.863
"1952",0.875
"1953",0.875
"1954",0.866
"1955",0.852
"1956",0.865
"1957",0.8805595
"1958",0.8625685
"1959",0.8445775
"1960",0.871564
"1961",0.861
"1962",0.85
"1963",0.85
"1964",0.86
"1965",0.857
"1966",0.854
"1967",0.869
"1968",0.873
"1969",0.854
"1970",0.863
"1971",0.873
"1972",0.865
"1973",0.856
"1974",0.869
"1975",0.875
"1976",0.87
"1977",0.853
"1978",0.867
"1979",0.86
"1980",0.878
"1981",0.867
"1982",0.857
"1983",0.871
"1984",0.868
"1985",0.839
"1986",0.853
"1987",0.863
"1988",0.858
"1989",0.872
"1990",0.864
"1991",0.873
"1992",0.86
"1993",0.867
"1994",0.846
"1995",0.848
"1996",0.854
"1997",0.864
"1998",0.846
"1999",0.853
"2000",0.856
"2001",0.862
"2002",0.853
"2003",0.866
"2004",0.875
"2005",0.862
"2006",0.857
"2007",0.879
"2008",0.881
"2009",0.857
"2010",0.864
"2011",0.856
"2012",0.873
"2013",0.866
"2014",0.859
"2015",0.874
"2016",0.872
"2017",0.875
"2018",0.867
"2019",0.847
"2020",0.855
"2021",0.842
"2022",0.869
"2023",0.863
"2024",0.864
"2025",0.864
"2026",0.86
"2027",0.869
"2028",0.862
"2029",0.864
"2030",0.866
"2031",0.863
"2032",0.867
"2033",0.87
"2034",0.866
"2035",0.86
"2036",0.877
"2037",0.862
"2038",0.861
"2039",0.854
"2040",0.846
"2041",0.849
"2042",0.856
"2043",0.847576
"2044",0.8705645
"2045",0.861569
"2046",0.845577
"2047",0.859
"2048",0.855
"2049",0.856
"2050",0.864
"2051",0.859
"2052",0.881
"2053",0.858
"2054",0.878
"2055",0.873
"2056",0.875
"2057",0.852
"2058",0.873
"2059",0.877
"2060",0.855
"2061",0.872
"2062",0.866
"2063",0.858
"2064",0.849
"2065",0.886
"2066",0.844
"2067",0.844
"2068",0.855
"2069",0.857
"2070",0.849
"2071",0.882
"2072",0.879
"2073",0.859
"2074",0.855
"2075",0.87
"2076",0.864
"2077",0.87
"2078",0.853
"2079",0.864
"2080",0.859
"2081",0.862
"2082",0.868
"2083",0.8545725
"2084",0.847576
"2085",0.867566
"2086",0.8545725
"2087",0.85957
"2088",0.8645675
"2089",0.8605695
"2090",0.8725635
"2091",0.873
"2092",0.868
"2093",0.862
"2094",0.867
"2095",0.867
"2096",0.871
"2097",0.867
"2098",0.8765615
"2099",0.869565
"2100",0.849575
"2101",0.8645675
"2102",0.841
"2103",0.85
"2104",0.874
"2105",0.853
"2106",0.871
"2107",0.853
"2108",0.852
"2109",0.863568
"2110",0.8565715
"2111",0.869565
"2112",0.871564
"2113",0.8765615
"2114",0.869565
"2115",0.8825585
"2116",0.849575
"2117",0.873563
"2118",0.848
"2119",0.864
"2120",0.861
"2121",0.84
"2122",0.849
"2123",0.853
"2124",0.865
"2125",0.874
"2126",0.867
"2127",0.873
"2128",0.878
"2129",0.859
"2130",0.875
"2131",0.875
"2132",0.865
"2133",0.868
"2134",0.873563
"2135",0.8665665
"2136",0.8725635
"2137",0.849
"2138",0.866
"2139",0.866
"2140",0.881559
"2141",0.8565715
"2142",0.8445775
"2143",0.865567
"2144",0.893553
"2145",0.857
"2146",0.851
"2147",0.853
"2148",0.881
"2149",0.851
"2150",0.844
"2151",0.892
"2152",0.856
"2153",0.851
"2154",0.867
"2155",0.873
"2156",0.87
"2157",0.858
"2158",0.855
"2159",0.869
"2160",0.846
"2161",0.88
"2162",0.854
"2163",0.846
"2164",0.867
"2165",0.869
"2166",0.865
"2167",0.872
"2168",0.875
"2169",0.879
"2170",0.849
"2171",0.863
"2172",0.855
"2173",0.871
"2174",0.857
"2175",0.855
"2176",0.86
"2177",0.864
"2178",0.863
"2179",0.843
"2180",0.86
"2181",0.849575
"2182",0.873563
"2183",0.877561
"2184",0.85957
"2185",0.873563
"2186",0.864
"2187",0.845
"2188",0.864
"2189",0.853
"2190",0.874
"2191",0.859
"2192",0.848
"2193",0.848
"2194",0.862
"2195",0.862
"2196",0.866
"2197",0.861
"2198",0.87
"2199",0.865
"2200",0.857
"2201",0.875
"2202",0.859
"2203",0.864
"2204",0.863
"2205",0.855
"2206",0.856
"2207",0.869
"2208",0.874
"2209",0.861
"2210",0.875
"2211",0.838
"2212",0.863
"2213",0.8625685
"2214",0.872
"2215",0.864
"2216",0.868
"2217",0.88
"2218",0.847
"2219",0.875
"2220",0.857
"2221",0.854
"2222",0.864
"2223",0.855
"2224",0.856
"2225",0.858
"2226",0.857
"2227",0.869
"2228",0.876
"2229",0.86
"2230",0.855
"2231",0.869
"2232",0.855
"2233",0.855
"2234",0.844
"2235",0.866
"2236",0.857571
"2237",0.851574
"2238",0.8565715
"2239",0.853573
"2240",0.847576
"2241",0.867
"2242",0.845
"2243",0.874
"2244",0.857
"2245",0.866
"2246",0.852
"2247",0.844
"2248",0.877
"2249",0.863
"2250",0.864
"2251",0.865
"2252",0.861
"2253",0.853
"2254",0.863
"2255",0.857
"2256",0.863
"2257",0.862
"2258",0.873
"2259",0.866
"2260",0.865
"2261",0.866
"2262",0.8645675
"2263",0.849575
"2264",0.865567
"2265",0.87956
"2266",0.866
"2267",0.865
"2268",0.865
"2269",0.855
"2270",0.867
"2271",0.856
"2272",0.876
"2273",0.859
"2274",0.868
"2275",0.836
"2276",0.868
"2277",0.871
"2278",0.867
"2279",0.849
"2280",0.86
"2281",0.86
"2282",0.859
"2283",0.863
"2284",0.866
"2285",0.856
"2286",0.846
"2287",0.847
"2288",0.851
"2289",0.848
"2290",0.85
"2291",0.858
"2292",0.864
"2293",0.854
"2294",0.863
"2295",0.857
"2296",0.865
"2297",0.87
"2298",0.862
"2299",0.8605695
"2300",0.83958
"2301",0.848
"2302",0.84
"2303",0.864
"2304",0.843
"2305",0.854
"2306",0.846
"2307",0.859
"2308",0.866
"2309",0.854
"2310",0.867
"2311",0.856
"2312",0.865
"2313",0.874
"2314",0.872
"2315",0.866
"2316",0.875
"2317",0.865
"2318",0.886
"2319",0.867
"2320",0.86
"2321",0.85
"2322",0.836
"2323",0.87
"2324",0.862
"2325",0.844
"2326",0.867
"2327",0.864
"2328",0.852
"2329",0.868
"2330",0.845
"2331",0.864
"2332",0.848
"2333",0.871
"2334",0.876
"2335",0.855
"2336",0.855
"2337",0.846
"2338",0.874
"2339",0.848
"2340",0.88
"2341",0.859
"2342",0.85
"2343",0.862
"2344",0.855
"2345",0.854
"2346",0.857
"2347",0.858
"2348",0.868
"2349",0.869
"2350",0.855572
"2351",0.8525735
"2352",0.8645675
"2353",0.8605695
"2354",0.8725635
"2355",0.869565
"2356",0.879
"2357",0.846
"2358",0.873
"2359",0.869
"2360",0.857
"2361",0.868
"2362",0.863
"2363",0.854
"2364",0.865
"2365",0.868
"2366",0.865
"2367",0.862
"2368",0.885
"2369",0.855
"2370",0.861
"2371",0.859
"2372",0.85
"2373",0.878
"2374",0.86
"2375",0.861
"2376",0.856
"2377",0.868
"2378",0.86
"2379",0.874
"2380",0.869
"2381",0.881
"2382",0.876
"2383",0.865
"2384",0.8745625
"2385",0.8705645
"2386",0.851574
"2387",0.855572
"2388",0.839
"2389",0.848
"2390",0.866
"2391",0.874
"2392",0.859
"2393",0.872
"2394",0.863
"2395",0.858
"2396",0.872
"2397",0.859
"2398",0.862
"2399",0.852
"2400",0.88
"2401",0.874
"2402",0.859
"2403",0.866
"2404",0.866
"2405",0.869
"2406",0.879
"2407",0.873
"2408",0.847
"2409",0.87
"2410",0.857
"2411",0.862
"2412",0.857
"2413",0.863
"2414",0.857
"2415",0.865
"2416",0.875
"2417",0.871
"2418",0.854
"2419",0.851
"2420",0.865
"2421",0.849
"2422",0.872
"2423",0.84
"2424",0.871
"2425",0.861
"2426",0.856
"2427",0.88
"2428",0.861
"2429",0.855
"2430",0.837
"2431",0.865
"2432",0.851
"2433",0.878
"2434",0.849
"2435",0.855
"2436",0.868
"2437",0.865
"2438",0.872
"2439",0.874
"2440",0.865
"2441",0.854
"2442",0.857
"2443",0.871
"2444",0.853
"2445",0.872
"2446",0.88
"2447",0.855
"2448",0.864
"2449",0.879
"2450",0.8485755
"2451",0.8645675
"2452",0.803
"2453",0.865
"2454",0.891
"2455",0.857
"2456",0.865
"2457",0.87
"2458",0.855
"2459",0.877
"2460",0.855
"2461",0.874
"2462",0.843
"2463",0.872
"2464",0.864
"2465",0.878
"2466",0.872
"2467",0.855
"2468",0.862
"2469",0.87
"2470",0.863
"2471",0.872
"2472",0.865567
"2473",0.8665665
"2474",0.853573
"2475",0.841579
"2476",0.867566
"2477",0.8745625
"2478",0.8585705
"2479",0.8785605
"2480",0.8645675
"2481",0.878
"2482",0.848
"2483",0.867
"2484",0.846
"2485",0.867
"2486",0.868
"2487",0.862
"2488",0.863
"2489",0.858
"2490",0.853
"2491",0.845
"2492",0.851
"2493",0.876
"2494",0.858
"2495",0.879
"2496",0.874
"2497",0.857
"2498",0.865
"2499",0.868
"2500",0.841
"2501",0.857
"2502",0.8485755
"2503",0.849575
"2504",0.869
"2505",0.859
"2506",0.843
"2507",0.864
"2508",0.857
"2509",0.851
"2510",0.862
"2511",0.87
"2512",0.871
"2513",0.861
"2514",0.866
"2515",0.861
"2516",0.845
"2517",0.871
"2518",0.86
"2519",0.864
"2520",0.869
"2521",0.865
"2522",0.865
"2523",0.849
"2524",0.863
"2525",0.862
"2526",0.8545725
"2527",0.8685655
"2528",0.845577
"2529",0.8485755
"2530",0.873563
"2531",0.8645675
"2532",0.8505745
"2533",0.869565
"2534",0.853573
"2535",0.8705645
"2536",0.854
"2537",0.874
"2538",0.882
"2539",0.87
"2540",0.897
"2541",0.865
"2542",0.878
"2543",0.857
"2544",0.869
"2545",0.85
"2546",0.844
"2547",0.865
"2548",0.868
"2549",0.873
"2550",0.84
"2551",0.869
"2552",0.866
"2553",0.86
"2554",0.873
"2555",0.849
"2556",0.873
"2557",0.842
"2558",0.8645675
"2559",0.88
"2560",0.869
"2561",0.873
"2562",0.864
"2563",0.872
"2564",0.843
"2565",0.851
"2566",0.876
"2567",0.875
"2568",0.874
"2569",0.858
"2570",0.848
"2571",0.854
"2572",0.875
"2573",0.87
"2574",0.85
"2575",0.863
"2576",0.861
"2577",0.879
"2578",0.872
"2579",0.866
"2580",0.871
"2581",0.87
"2582",0.851
"2583",0.852
"2584",0.868
"2585",0.887
"2586",0.858
"2587",0.869
"2588",0.867
"2589",0.842
"2590",0.87
"2591",0.877
"2592",0.864
"2593",0.886
"2594",0.842
"2595",0.876
"2596",0.861
"2597",0.872
"2598",0.874
"2599",0.874
"2600",0.872
"2601",0.856
"2602",0.863
"2603",0.853
"2604",0.855
"2605",0.8605695
"2606",0.877561
"2607",0.8585705
"2608",0.853573
"2609",0.869565
"2610",0.85957
"2611",0.8665665
"2612",0.855572
"2613",0.8585705
"2614",0.86
"2615",0.847
"2616",0.849
"2617",0.857
"2618",0.863
"2619",0.854
"2620",0.868
"2621",0.861
"2622",0.859
"2623",0.872
"2624",0.855
"2625",0.886
"2626",0.856
"2627",0.873
"2628",0.863
"2629",0.852
"2630",0.855
"2631",0.869
"2632",0.848
"2633",0.869
"2634",0.875
"2635",0.857
"2636",0.843
"2637",0.868
"2638",0.859
"2639",0.862
"2640",0.856
"2641",0.856
"2642",0.852
"2643",0.87
"2644",0.873
"2645",0.867
"2646",0.886
"2647",0.869
"2648",0.863
"2649",0.846
"2650",0.867
"2651",0.859
"2652",0.872
"2653",0.88
"2654",0.867
"2655",0.877
"2656",0.848
"2657",0.862
"2658",0.877
"2659",0.861
"2660",0.869
"2661",0.874
"2662",0.853
"2663",0.87
"2664",0.869
"2665",0.863
"2666",0.858
"2667",0.872
"2668",0.862
"2669",0.858
"2670",0.8525735
"2671",0.8565715
"2672",0.863568
"2673",0.8485755
"2674",0.8565715
"2675",0.8685655
"2676",0.8645675
"2677",0.865567
"2678",0.8765615
"2679",0.866
"2680",0.88
"2681",0.849
"2682",0.865
"2683",0.86
"2684",0.841
"2685",0.854
"2686",0.872
"2687",0.865
"2688",0.88
"2689",0.864
"2690",0.861
"2691",0.866
"2692",0.88
"2693",0.865
"2694",0.874
"2695",0.853
"2696",0.844
"2697",0.846
"2698",0.87
"2699",0.864
"2700",0.872
"2701",0.858
"2702",0.843
"2703",0.857
"2704",0.879
"2705",0.857
"2706",0.884
"2707",0.86
"2708",0.8625685
"2709",0.8665665
"2710",0.8465765
"2711",0.875562
"2712",0.865567
"2713",0.8545725
"2714",0.875
"2715",0.861
"2716",0.872
"2717",0.871
"2718",0.863
"2719",0.868
"2720",0.877
"2721",0.858
"2722",0.858
"2723",0.857
"2724",0.861
"2725",0.861
"2726",0.861
"2727",0.875
"2728",0.846
"2729",0.846
"2730",0.851
"2731",0.875
"2732",0.874
"2733",0.863
"2734",0.866
"2735",0.852
"2736",0.864
"2737",0.863
"2738",0.859
"2739",0.889
"2740",0.864
"2741",0.85
"2742",0.867
"2743",0.862
"2744",0.86
"2745",0.831
"2746",0.845
"2747",0.857
"2748",0.863
"2749",0.867
"2750",0.855
"2751",0.846
"2752",0.866
"2753",0.871
"2754",0.848
"2755",0.864
"2756",0.852
"2757",0.858
"2758",0.855
"2759",0.858
"2760",0.874
"2761",0.868
"2762",0.867
"2763",0.891
"2764",0.845
"2765",0.852
"2766",0.865
"2767",0.855
"2768",0.858
"2769",0.875
"2770",0.862
"2771",0.859
"2772",0.872
"2773",0.866
"2774",0.889
"2775",0.857
"2776",0.859
"2777",0.862
"2778",0.861
"2779",0.856
"2780",0.856
"2781",0.845
"2782",0.858
"2783",0.842
"2784",0.869
"2785",0.881
"2786",0.87
"2787",0.861
"2788",0.869
"2789",0.855
"2790",0.863
"2791",0.895
"2792",0.868
"2793",0.863
"2794",0.865
"2795",0.865
"2796",0.837
"2797",0.843
"2798",0.85
"2799",0.847
"2800",0.88
"2801",0.87
"2802",0.865
"2803",0.856
"2804",0.847
"2805",0.883
"2806",0.856
"2807",0.867
"2808",0.858
"2809",0.874
"2810",0.87
"2811",0.867
"2812",0.865
"2813",0.864
"2814",0.86
"2815",0.878
"2816",0.857
"2817",0.873
"2818",0.861
"2819",0.844
"2820",0.86
"2821",0.864
"2822",0.847
"2823",0.867
"2824",0.865
"2825",0.895
"2826",0.847
"2827",0.845
"2828",0.871
"2829",0.881
"2830",0.8605695
"2831",0.8785605
"2832",0.865567
"2833",0.861569
"2834",0.8705645
"2835",0.869
"2836",0.862
"2837",0.85
"2838",0.849
"2839",0.873
"2840",0.851
"2841",0.868
"2842",0.886
"2843",0.869
"2844",0.87
"2845",0.858
"2846",0.8665665
"2847",0.8645675
"2848",0.856
"2849",0.87
"2850",0.865
"2851",0.8745625
"2852",0.8645675
"2853",0.8645675
"2854",0.857571
"2855",0.8625685
"2856",0.851574
"2857",0.863
"2858",0.86
"2859",0.873
"2860",0.866
"2861",0.846
"2862",0.848
"2863",0.86
"2864",0.859
"2865",0.856
"2866",0.868
"2867",0.864
"2868",0.86
"2869",0.851
"2870",0.848
"2871",0.876
"2872",0.879
"2873",0.873
"2874",0.8445775
"2875",0.8745625
"2876",0.85957
"2877",0.847576
"2878",0.851574
"2879",0.845
"2880",0.843
"2881",0.868
"2882",0.85
"2883",0.86
"2884",0.87
"2885",0.857
"2886",0.875
"2887",0.853
"2888",0.865
"2889",0.867
"2890",0.875
"2891",0.861
"2892",0.842
"2893",0.862
"2894",0.86
"2895",0.871
"2896",0.868
"2897",0.863568
"2898",0.8665665
"2899",0.8725635
"2900",0.85957
"2901",0.865
"2902",0.845
"2903",0.871
"2904",0.873
"2905",0.873563
"2906",0.847
"2907",0.849
"2908",0.869
"2909",0.8685655
"2910",0.8505745
"2911",0.859
"2912",0.852
"2913",0.887
"2914",0.865
"2915",0.866
"2916",0.872
"2917",0.861
"2918",0.869
"2919",0.85
"2920",0.875
"2921",0.844
"2922",0.88
"2923",0.851
"2924",0.851
"2925",0.872
"2926",0.862
"2927",0.854
"2928",0.87
"2929",0.863
"2930",0.8785605
"2931",0.8505745
"2932",0.867566
"2933",0.8425785
"2934",0.8725635
"2935",0.8585705
"2936",0.865567
"2937",0.8745625
"2938",0.849575
"2939",0.8525735
"2940",0.8505745
"2941",0.8665665
"2942",0.845577
"2943",0.859
"2944",0.872
"2945",0.853
"2946",0.864
"2947",0.864
"2948",0.86
"2949",0.865567
"2950",0.8765615
"2951",0.8425785
"2952",0.849575
"2953",0.8525735
"2954",0.871564
"2955",0.8425785
"2956",0.8765615
"2957",0.8545725
"2958",0.855572
"2959",0.8745625
"2960",0.847
"2961",0.864
"2962",0.872
"2963",0.856
"2964",0.859
"2965",0.865
"2966",0.855
"2967",0.855
"2968",0.844
"2969",0.862
"2970",0.864
"2971",0.87
"2972",0.864
"2973",0.867
"2974",0.872
"2975",0.853
"2976",0.842
"2977",0.868
"2978",0.872
"2979",0.858
"2980",0.835
"2981",0.858
"2982",0.863
"2983",0.881
"2984",0.869
"2985",0.837
"2986",0.87
"2987",0.865
"2988",0.873
"2989",0.864
"2990",0.882
"2991",0.874
"2992",0.868
"2993",0.863
"2994",0.865
"2995",0.875
"2996",0.86
"2997",0.853
"2998",0.856
"2999",0.87
"3000",0.866
"3001",0.865
"3002",0.872
"3003",0.865
"3004",0.89
"3005",0.859
"3006",0.859
"3007",0.868
"3008",0.23
"3009",0.876
"3010",0.86
"3011",0.864
"3012",0.842
"3013",0.861
"3014",0.87
"3015",0.848
"3016",0.845
"3017",0.856
"3018",0.852
"3019",0.875
"3020",0.835
"3021",0.859
"3022",0.85
"3023",0.873
"3024",0.869
"3025",0.855
"3026",0.853
"3027",0.884
"3028",0.872
"3029",0.848
"3030",0.844
"3031",0.881
"3032",0.862
"3033",0.876
"3034",0.861
"3035",0.847
"3036",0.84
"3037",0.852
"3038",0.847
"3039",0.871
"3040",0.863
"3041",0.876
"3042",0.874
"3043",0.863
"3044",0.861
"3045",0.865
"3046",0.857
"3047",0.871
"3048",0.852
"3049",0.872
"3050",0.852
"3051",0.8645675
"3052",0.86
"3053",0.843
"3054",0.873
"3055",0.851
"3056",0.859
"3057",0.881
"3058",0.87
"3059",0.87
"3060",0.871
"3061",0.844
"3062",0.864
"3063",0.887556
"3064",0.8665665
"3065",0.8585705
"3066",0.8605695
"3067",0.853
"3068",0.865
"3069",0.873
"3070",0.853
"3071",0.861
"3072",0.852
"3073",0.873
"3074",0.86
"3075",0.859
"3076",0.873
"3077",0.857
"3078",0.861
"3079",0.863568
"3080",0.8445775
"3081",0.89955
"3082",0.8645675
"3083",0.8685655
"3084",0.8545725
"3085",0.831
"3086",0.866
"3087",0.863
"3088",0.866
"3089",0.868
"3090",0.846
"3091",0.847
"3092",0.843
"3093",0.855
"3094",0.843
"3095",0.875
"3096",0.871
"3097",0.888
"3098",0.857
"3099",0.878
"3100",0.8725635
"3101",0.8565715
"3102",0.867
"3103",0.865
"3104",0.887
"3105",0.87
"3106",0.852
"3107",0.856
"3108",0.853
"3109",0.843
"3110",0.869
"3111",0.856
"3112",0.863
"3113",0.865
"3114",0.88
"3115",0.858
"3116",0.871
"3117",0.857571
"3118",0.8565715
"3119",0.858
"3120",0.862
"3121",0.869
"3122",0.855
"3123",0.844
"3124",0.863
"3125",0.851
"3126",0.8665665
"3127",0.8765615
"3128",0.8765615
"3129",0.861569
"3130",0.863
"3131",0.863
"3132",0.855
"3133",0.879
"3134",0.876
"3135",0.8485755
"3136",0.8525735
"3137",0.856
"3138",0.857
"3139",0.839
"3140",0.84
"3141",0.883
"3142",0.847
"3143",0.851
"3144",0.866
"3145",0.864
"3146",0.833
"3147",0.866
"3148",0.884
"3149",0.868
"3150",0.857
"3151",0.866
"3152",0.89
"3153",0.862
"3154",0.857
"3155",0.8645675
"3156",0.87
"3157",0.866
"3158",0.86
"3159",0.882
"3160",0.846
"3161",0.851
"3162",0.868
"3163",0.855
"3164",0.849
"3165",0.878
"3166",0.85
"3167",0.854
"3168",0.89
"3169",0.868
"3170",0.8565715
"3171",0.873563
"3172",0.8425785
"3173",0.85
"3174",0.864
"3175",0.845
"3176",0.861
"3177",0.866
"3178",0.85
"3179",0.863
"3180",0.859
"3181",0.854
"3182",0.859
"3183",0.88
"3184",0.86
"3185",0.847576
"3186",0.8545725
"3187",0.8585705
"3188",0.864
"3189",0.858
"3190",0.854
"3191",0.838
"3192",0.848
"3193",0.874
"3194",0.853
"3195",0.868
"3196",0.844
"3197",0.863
"3198",0.865
"3199",0.885
"3200",0.879
"3201",0.861
"3202",0.858
"3203",0.856
"3204",0.861
"3205",0.854
"3206",0.86
"3207",0.856
